Author1,Author2
authorID_85daa_f6f70_55cd5_73628_7faed,authorID_09343_4a3ee_9e0a0_10bb2_c2aae
authorID_85daa_f6f70_55cd5_73628_7faed,authorID_5f9c4_ab08c_ac745_7e911_1a30e
authorID_85daa_f6f70_55cd5_73628_7faed,authorID_e888a_676e1_926d0_c08b5_f11fb
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_5a39c_add1b_00709_3db50_74479
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_9a049_b03f6_fc40b_fcf2f_13632
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_a0d17_7b496_7a6d9_9f4ff_117de
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_3fdba_35f04_dc8c4_62986_c992b
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_768b8_4ef05_f655d_57fe2_2d488
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_1be00_34108_2e25c_4e251_ca671
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_4621c_1d55f_a4e86_ce0da_e4288
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_835d5_e8314_340ab_852a2_f979a
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_3949a_c1596_ec771_06a70_9a618
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_27d71_9c754_aacd4_92a6d_c8a1b
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_56f4d_a26ed_95673_0309f_a1488
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_02d20_bbd7e_394ad_5999a_4ceba
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_4e074_08562_bedb8_b60ce_05c1d
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_48a17_06eca_5ee61_48f74_8ca91
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_3635a_91e3d_a857f_7847f_68185
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_19581_e27de_7ced0_0ff1c_e50b2
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_81b8a_03f97_e8787_c53fe_1a86b
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_71047_41a92_e73eb_6c5d6_9cd04
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_29db0_c6782_dbd50_00559_ef4d9
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_d874e_4e4a5_df211_73b0f_83e31
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_33512_00784_0ced1_bb0aa_b68f4
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_6f4b6_61212_5fb3a_0daec_d2799
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_61a22_9bae1_e9033_1edd9_86b6b
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_d59ec_ed1de_d07f8_4c145_592f6
authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_76ebd_b6d45_c61ca_12e62_2118c
authorID_5d389_f5e2e_34c6b_0bad9_6581c,authorID_d874e_4e4a5_df211_73b0f_83e31
authorID_5d389_f5e2e_34c6b_0bad9_6581c,authorID_4621c_1d55f_a4e86_ce0da_e4288
authorID_5d389_f5e2e_34c6b_0bad9_6581c,authorID_5f9c4_ab08c_ac745_7e911_1a30e
authorID_5d389_f5e2e_34c6b_0bad9_6581c,authorID_dbb1d_ed63b_c7073_2626c_5dfe6
authorID_5d389_f5e2e_34c6b_0bad9_6581c,authorID_3ada9_2f28b_4ceda_38562_ebf04
authorID_5d389_f5e2e_34c6b_0bad9_6581c,authorID_6c658_ee83f_b7e81_24824_94f3e
authorID_5d389_f5e2e_34c6b_0bad9_6581c,authorID_7688b_6ef52_55596_2d008_fff89
authorID_5d389_f5e2e_34c6b_0bad9_6581c,authorID_766cb_53c75_3baed_ac5dc_78259
authorID_5d389_f5e2e_34c6b_0bad9_6581c,authorID_85daa_f6f70_55cd5_73628_7faed
authorID_5d389_f5e2e_34c6b_0bad9_6581c,authorID_49d18_0ecf5_61328_19571_bf39d
authorID_5d389_f5e2e_34c6b_0bad9_6581c,authorID_058d5_d43bf_485bf_78dda_1ed4e
authorID_d8d17_90737_d57ac_4fe91_a2c0a,authorID_4621c_1d55f_a4e86_ce0da_e4288
authorID_d8d17_90737_d57ac_4fe91_a2c0a,authorID_f74ef_abef1_2ea61_9e30b_79bdd
authorID_13671_077b6_6a298_74a25_78b52,authorID_71a1c_003a2_b855d_85582_c8f6c
authorID_13671_077b6_6a298_74a25_78b52,authorID_8bcbb_4c131_df56f_7c790_66016
authorID_13671_077b6_6a298_74a25_78b52,authorID_76a50_887d8_f1c2e_93017_55428
authorID_56f4d_a26ed_95673_0309f_a1488,authorID_7688b_6ef52_55596_2d008_fff89
authorID_56f4d_a26ed_95673_0309f_a1488,authorID_27bad_c983d_f1780_b60c2_b3fa9
authorID_56f4d_a26ed_95673_0309f_a1488,authorID_2747b_7c718_564ba_5f066_f0523
authorID_56f4d_a26ed_95673_0309f_a1488,authorID_28117_45d7b_8d887_4f6e6_53d17
authorID_56f4d_a26ed_95673_0309f_a1488,authorID_d6061_bbee6_cf13b_d7376_5faae
authorID_56f4d_a26ed_95673_0309f_a1488,authorID_02384_9c389_25e2a_f028a_2eb4e
authorID_56f4d_a26ed_95673_0309f_a1488,authorID_68519_a9eca_55c68_c7265_8a2a1
authorID_56f4d_a26ed_95673_0309f_a1488,authorID_37c20_f19f3_272b5_ccc3a_5d805
authorID_56f4d_a26ed_95673_0309f_a1488,authorID_8efbb_e9bc1_9ad2e_043c6_cdb18
authorID_56f4d_a26ed_95673_0309f_a1488,authorID_3635a_91e3d_a857f_7847f_68185
authorID_56f4d_a26ed_95673_0309f_a1488,authorID_4621c_1d55f_a4e86_ce0da_e4288
authorID_56f4d_a26ed_95673_0309f_a1488,authorID_5a39c_add1b_00709_3db50_74479
authorID_56f4d_a26ed_95673_0309f_a1488,authorID_734d0_759cd_b4e0d_0a35e_4fd73
authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_96061_e92f5_8e4bd_cdee7_3df36
authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_eaa06_89a09_5d439_4a05f_b51b8
authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_6f4b6_61212_5fb3a_0daec_d2799
authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_3f980_7cb9a_e9fb6_c3094_2af61
authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_8bd9c_0d453_53375_7387e_d019c
authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_2858d_cd105_7d3ea_e7f7d_5f782
authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_28117_45d7b_8d887_4f6e6_53d17
authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_48449_a14a4_ff7d7_9bb7a_1b6f3
authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_14063_69760_3e22d_600d3_36bee
authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_482d9_673cf_ee5de_391f9_7fde4
authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_98010_bd927_0f9b1_00b62_14a21
authorID_fc95c_e1766_03e9e_1d1ff_ee390,authorID_2289b_221b3_9605c_3494e_72908
authorID_fc95c_e1766_03e9e_1d1ff_ee390,authorID_bdd2d_3af3a_5a121_3497d_4f1f7
authorID_fc95c_e1766_03e9e_1d1ff_ee390,authorID_80c3c_d40fa_35f90_88b87_41bd8
authorID_fc95c_e1766_03e9e_1d1ff_ee390,authorID_33512_00784_0ced1_bb0aa_b68f4
authorID_fc95c_e1766_03e9e_1d1ff_ee390,authorID_bb668_ca955_63216_088b9_8a625
authorID_fc95c_e1766_03e9e_1d1ff_ee390,authorID_96442_94ac4_ffb30_91eef_01219
authorID_fc95c_e1766_03e9e_1d1ff_ee390,authorID_3038b_fb575_bee6a_0e619_45eff
authorID_fc95c_e1766_03e9e_1d1ff_ee390,authorID_aea92_132c4_cbeb2_63e6a_c2bf6
authorID_fc95c_e1766_03e9e_1d1ff_ee390,authorID_ec2e9_90b93_4dde5_5cb87_30062
authorID_fc95c_e1766_03e9e_1d1ff_ee390,authorID_8efbb_e9bc1_9ad2e_043c6_cdb18
authorID_fc95c_e1766_03e9e_1d1ff_ee390,authorID_04306_6daf2_10952_3a749_0d4bf
authorID_fc95c_e1766_03e9e_1d1ff_ee390,authorID_27d71_9c754_aacd4_92a6d_c8a1b
authorID_fc95c_e1766_03e9e_1d1ff_ee390,authorID_108c9_95b95_3c8a3_55611_03e20
authorID_fc95c_e1766_03e9e_1d1ff_ee390,authorID_39bb8_8f40d_3aa2b_2fe9d_ea67b
authorID_fc95c_e1766_03e9e_1d1ff_ee390,authorID_36ebe_205bc_dfc49_9a25e_6923f
authorID_fc95c_e1766_03e9e_1d1ff_ee390,authorID_65662_30e3a_3ce37_74c1b_bc7c1
authorID_9537f_32ec7_599e1_ae953_af6c9,authorID_52f11_620e3_97f86_7b7d9_f19e4
authorID_9537f_32ec7_599e1_ae953_af6c9,authorID_88820_46218_0e5c8_93eff_2ed73
authorID_9537f_32ec7_599e1_ae953_af6c9,authorID_76a50_887d8_f1c2e_93017_55428
authorID_9537f_32ec7_599e1_ae953_af6c9,authorID_ff2cc_b6ba4_23d35_6bd54_9ed4b
authorID_9537f_32ec7_599e1_ae953_af6c9,authorID_8bcbb_4c131_df56f_7c790_66016
authorID_9537f_32ec7_599e1_ae953_af6c9,authorID_6f4b6_61212_5fb3a_0daec_d2799
authorID_f57e5_cb1f4_532c0_08183_057ec,authorID_058d5_d43bf_485bf_78dda_1ed4e
authorID_f57e5_cb1f4_532c0_08183_057ec,authorID_1be00_34108_2e25c_4e251_ca671
authorID_f57e5_cb1f4_532c0_08183_057ec,authorID_27d71_9c754_aacd4_92a6d_c8a1b
authorID_f57e5_cb1f4_532c0_08183_057ec,authorID_2747b_7c718_564ba_5f066_f0523
authorID_f57e5_cb1f4_532c0_08183_057ec,authorID_7688b_6ef52_55596_2d008_fff89
authorID_f57e5_cb1f4_532c0_08183_057ec,authorID_5f9c4_ab08c_ac745_7e911_1a30e
authorID_f57e5_cb1f4_532c0_08183_057ec,authorID_36ebe_205bc_dfc49_9a25e_6923f
authorID_f57e5_cb1f4_532c0_08183_057ec,authorID_3635a_91e3d_a857f_7847f_68185
authorID_f57e5_cb1f4_532c0_08183_057ec,authorID_7f0a2_2117f_8fe01_72cf9_209ff
authorID_f57e5_cb1f4_532c0_08183_057ec,authorID_ef2d1_27de3_7b942_baad0_6145e
authorID_f57e5_cb1f4_532c0_08183_057ec,authorID_aae02_12936_2d611_717b6_c00ad
authorID_f57e5_cb1f4_532c0_08183_057ec,authorID_71047_41a92_e73eb_6c5d6_9cd04
authorID_f57e5_cb1f4_532c0_08183_057ec,authorID_6c658_ee83f_b7e81_24824_94f3e
authorID_f57e5_cb1f4_532c0_08183_057ec,authorID_377ad_eb4cd_4096a_dc7ca_64b53
authorID_f57e5_cb1f4_532c0_08183_057ec,authorID_d4ee9_f58e5_86057_4ca98_e3b48
authorID_f57e5_cb1f4_532c0_08183_057ec,authorID_19581_e27de_7ced0_0ff1c_e50b2
authorID_f57e5_cb1f4_532c0_08183_057ec,authorID_d59ec_ed1de_d07f8_4c145_592f6
authorID_81b8a_03f97_e8787_c53fe_1a86b,authorID_29db0_c6782_dbd50_00559_ef4d9
authorID_81b8a_03f97_e8787_c53fe_1a86b,authorID_bb668_ca955_63216_088b9_8a625
authorID_81b8a_03f97_e8787_c53fe_1a86b,authorID_c76b4_05781_134be_1dab7_fe45a
authorID_81b8a_03f97_e8787_c53fe_1a86b,authorID_734d0_759cd_b4e0d_0a35e_4fd73
authorID_81b8a_03f97_e8787_c53fe_1a86b,authorID_56f4d_a26ed_95673_0309f_a1488
authorID_81b8a_03f97_e8787_c53fe_1a86b,authorID_d4ee9_f58e5_86057_4ca98_e3b48
authorID_81b8a_03f97_e8787_c53fe_1a86b,authorID_1be00_34108_2e25c_4e251_ca671
authorID_81b8a_03f97_e8787_c53fe_1a86b,authorID_27bad_c983d_f1780_b60c2_b3fa9
authorID_81b8a_03f97_e8787_c53fe_1a86b,authorID_e888a_676e1_926d0_c08b5_f11fb
authorID_81b8a_03f97_e8787_c53fe_1a86b,authorID_5a39c_add1b_00709_3db50_74479
authorID_81b8a_03f97_e8787_c53fe_1a86b,authorID_aae02_12936_2d611_717b6_c00ad
authorID_81b8a_03f97_e8787_c53fe_1a86b,authorID_84a50_92e4a_5b6fe_968fd_523fb
authorID_81b8a_03f97_e8787_c53fe_1a86b,authorID_9a049_b03f6_fc40b_fcf2f_13632
authorID_3a1df_b05d7_25753_0e634_92336,authorID_349c4_1201b_62db8_51192_665c5
authorID_3a1df_b05d7_25753_0e634_92336,authorID_5966a_bd0cb_fc86f_98a18_6531b
authorID_3a1df_b05d7_25753_0e634_92336,authorID_1dfac_b2ea5_a03e0_a9159_99e03
authorID_3a1df_b05d7_25753_0e634_92336,authorID_303c8_bd558_75dda_24089_7db15
authorID_d48ff_4b2f6_8a10f_d7c86_f185a,authorID_bdd2d_3af3a_5a121_3497d_4f1f7
authorID_d48ff_4b2f6_8a10f_d7c86_f185a,authorID_7b1a2_78f5a_be8e9_da907_fc9c2
authorID_d48ff_4b2f6_8a10f_d7c86_f185a,authorID_2858d_cd105_7d3ea_e7f7d_5f782
authorID_d48ff_4b2f6_8a10f_d7c86_f185a,authorID_2747b_7c718_564ba_5f066_f0523
authorID_d48ff_4b2f6_8a10f_d7c86_f185a,authorID_c8376_49cce_43f27_29138_e72cc
authorID_d48ff_4b2f6_8a10f_d7c86_f185a,authorID_1be00_34108_2e25c_4e251_ca671
authorID_d48ff_4b2f6_8a10f_d7c86_f185a,authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79
authorID_d48ff_4b2f6_8a10f_d7c86_f185a,authorID_bb668_ca955_63216_088b9_8a625
authorID_d48ff_4b2f6_8a10f_d7c86_f185a,authorID_28117_45d7b_8d887_4f6e6_53d17
authorID_d48ff_4b2f6_8a10f_d7c86_f185a,authorID_37c20_f19f3_272b5_ccc3a_5d805
authorID_d48ff_4b2f6_8a10f_d7c86_f185a,authorID_da70d_fa4d9_f95ac_979f9_21e8e
authorID_d48ff_4b2f6_8a10f_d7c86_f185a,authorID_14063_69760_3e22d_600d3_36bee
authorID_d48ff_4b2f6_8a10f_d7c86_f185a,authorID_f10d9_1a759_6bf5a_67735_79ff1
authorID_d48ff_4b2f6_8a10f_d7c86_f185a,authorID_71047_41a92_e73eb_6c5d6_9cd04
authorID_d48ff_4b2f6_8a10f_d7c86_f185a,authorID_8bd9c_0d453_53375_7387e_d019c
authorID_bbb96_5ab0c_80d65_38cf2_184ba,authorID_535fa_30d7e_25dd8_a49f1_53677
authorID_bbb96_5ab0c_80d65_38cf2_184ba,authorID_b7a56_873cd_771f2_c446d_369b6
authorID_bbb96_5ab0c_80d65_38cf2_184ba,authorID_eb1e3_3e8a8_1b697_b7585_5af6b
authorID_59e19_706d5_1d39f_66711_c2653,authorID_86573_6a1c3_0a82d_c67ab_a8203
authorID_59e19_706d5_1d39f_66711_c2653,authorID_dbae7_72db2_9058a_88f9b_d830e
authorID_59e19_706d5_1d39f_66711_c2653,authorID_05ada_863a4_cf966_0fd8c_68e22
authorID_59e19_706d5_1d39f_66711_c2653,authorID_8e612_bd1f5_d132a_33957_5b8da
authorID_59e19_706d5_1d39f_66711_c2653,authorID_5ec1a_0c99d_42860_1ce42_b407a
authorID_59e19_706d5_1d39f_66711_c2653,authorID_226f7_6b55a_cb497_01e06_ded1d
authorID_59e19_706d5_1d39f_66711_c2653,authorID_e5b86_1a6d8_a966d_fca7e_7341c
authorID_14063_69760_3e22d_600d3_36bee,authorID_7ed8f_0f3b7_07956_d9fb1_e889e
authorID_14063_69760_3e22d_600d3_36bee,authorID_30883_1041e_a4863_c3f87_d222c
authorID_14063_69760_3e22d_600d3_36bee,authorID_7b697_59630_f869f_27238_75f87
authorID_14063_69760_3e22d_600d3_36bee,authorID_dbb1d_ed63b_c7073_2626c_5dfe6
authorID_14063_69760_3e22d_600d3_36bee,authorID_16dc3_68a89_b428b_24854_84313
authorID_14063_69760_3e22d_600d3_36bee,authorID_c2356_069e9_d1e79_ca924_37815
authorID_14063_69760_3e22d_600d3_36bee,authorID_c8376_49cce_43f27_29138_e72cc
authorID_14063_69760_3e22d_600d3_36bee,authorID_9512d_95d00_d61bd_ec03d_2b99d
authorID_14063_69760_3e22d_600d3_36bee,authorID_fc56d_bc6d4_652b3_15b86_b71c8
authorID_14063_69760_3e22d_600d3_36bee,authorID_2858d_cd105_7d3ea_e7f7d_5f782
authorID_14063_69760_3e22d_600d3_36bee,authorID_9f484_139a2_7415a_e2e86_12bf6
authorID_14063_69760_3e22d_600d3_36bee,authorID_48449_a14a4_ff7d7_9bb7a_1b6f3
authorID_802b9_06a18_591ea_d8a6d_d809b,authorID_28dae_7c8bd_e2f3c_a608f_86d0e
authorID_802b9_06a18_591ea_d8a6d_d809b,authorID_3d914_f9348_c9cc0_ff8a7_97167
authorID_802b9_06a18_591ea_d8a6d_d809b,authorID_d80ea_e6e96_d148b_3b2ab_bbc67
authorID_802b9_06a18_591ea_d8a6d_d809b,authorID_e5b86_1a6d8_a966d_fca7e_7341c
authorID_802b9_06a18_591ea_d8a6d_d809b,authorID_8527a_891e2_24136_950ff_32ca2
authorID_802b9_06a18_591ea_d8a6d_d809b,authorID_a0eae_c5a55_dc2f5_b2ba5_23018
authorID_802b9_06a18_591ea_d8a6d_d809b,authorID_f5ca3_8f748_a1d6e_af726_b8a42
authorID_802b9_06a18_591ea_d8a6d_d809b,authorID_556d7_dc3a1_15356_350f1_f9910
authorID_802b9_06a18_591ea_d8a6d_d809b,authorID_45235_40f15_04cd1_7100c_4835e
authorID_6d976_934be_74941_fba57_8b143,authorID_d59ec_ed1de_d07f8_4c145_592f6
authorID_6d976_934be_74941_fba57_8b143,authorID_7f225_3d7e2_28b22_a08bd_a1f09
authorID_f5ca3_8f748_a1d6e_af726_b8a42,authorID_86573_6a1c3_0a82d_c67ab_a8203
authorID_f5ca3_8f748_a1d6e_af726_b8a42,authorID_3d914_f9348_c9cc0_ff8a7_97167
authorID_f5ca3_8f748_a1d6e_af726_b8a42,authorID_28dae_7c8bd_e2f3c_a608f_86d0e
authorID_f5ca3_8f748_a1d6e_af726_b8a42,authorID_a4e98_7d175_84557_e2fbe_d011c
authorID_f5ca3_8f748_a1d6e_af726_b8a42,authorID_71ee4_5a3c0_db9a9_865f7_313dd
authorID_f5ca3_8f748_a1d6e_af726_b8a42,authorID_79d6e_aa267_6189e_b927f_2e16a
authorID_f5ca3_8f748_a1d6e_af726_b8a42,authorID_556d7_dc3a1_15356_350f1_f9910
authorID_f5ca3_8f748_a1d6e_af726_b8a42,authorID_3c152_85c04_fff40_024bb_8714b
authorID_f5ca3_8f748_a1d6e_af726_b8a42,authorID_8f1f6_4db81_c40ea_10e1e_9080c
authorID_96807_6be2e_38cf8_97d4d_6cea3,authorID_7688b_6ef52_55596_2d008_fff89
authorID_96807_6be2e_38cf8_97d4d_6cea3,authorID_f10d9_1a759_6bf5a_67735_79ff1
authorID_48a17_06eca_5ee61_48f74_8ca91,authorID_785f3_ec7eb_32f30_b90cd_0fcf3
authorID_48a17_06eca_5ee61_48f74_8ca91,authorID_5d8f6_cce53_2a7ae_b5719_6be62
authorID_48a17_06eca_5ee61_48f74_8ca91,authorID_eb1e3_3e8a8_1b697_b7585_5af6b
authorID_48a17_06eca_5ee61_48f74_8ca91,authorID_3ada9_2f28b_4ceda_38562_ebf04
authorID_48a17_06eca_5ee61_48f74_8ca91,authorID_68519_a9eca_55c68_c7265_8a2a1
authorID_48a17_06eca_5ee61_48f74_8ca91,authorID_3949a_c1596_ec771_06a70_9a618
authorID_48a17_06eca_5ee61_48f74_8ca91,authorID_27d71_9c754_aacd4_92a6d_c8a1b
authorID_48a17_06eca_5ee61_48f74_8ca91,authorID_bdd2d_3af3a_5a121_3497d_4f1f7
authorID_48a17_06eca_5ee61_48f74_8ca91,authorID_79026_99be4_2c8a8_e46fb_bb450
authorID_48a17_06eca_5ee61_48f74_8ca91,authorID_6f4b6_61212_5fb3a_0daec_d2799
authorID_48a17_06eca_5ee61_48f74_8ca91,authorID_d4ee9_f58e5_86057_4ca98_e3b48
authorID_48a17_06eca_5ee61_48f74_8ca91,authorID_d48ff_4b2f6_8a10f_d7c86_f185a
authorID_48a17_06eca_5ee61_48f74_8ca91,authorID_37c20_f19f3_272b5_ccc3a_5d805
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_d4ee9_f58e5_86057_4ca98_e3b48
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_da70d_fa4d9_f95ac_979f9_21e8e
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_3949a_c1596_ec771_06a70_9a618
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_81178_6ad1a_e74ad_fdd20_dd037
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_d6061_bbee6_cf13b_d7376_5faae
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_7688b_6ef52_55596_2d008_fff89
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_524b2_d27a1_e7fbc_3a161_4fa66
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_01d54_579da_446ae_1e75c_da808
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_f10d9_1a759_6bf5a_67735_79ff1
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_2747b_7c718_564ba_5f066_f0523
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_79bf0_8685d_3138f_9b109_c3546
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_81b8a_03f97_e8787_c53fe_1a86b
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_5a39c_add1b_00709_3db50_74479
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_02d20_bbd7e_394ad_5999a_4ceba
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_0fd42_b3f73_c448b_34940_b339f
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_6f4b6_61212_5fb3a_0daec_d2799
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_19581_e27de_7ced0_0ff1c_e50b2
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_4621c_1d55f_a4e86_ce0da_e4288
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_9b871_51232_7c09c_e91dd_649b3
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_8bd9c_0d453_53375_7387e_d019c
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_27bad_c983d_f1780_b60c2_b3fa9
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_67e9c_3aceb_b154a_282f3_26d4f
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_a0d17_7b496_7a6d9_9f4ff_117de
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_5f9c4_ab08c_ac745_7e911_1a30e
authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_734d0_759cd_b4e0d_0a35e_4fd73
authorID_2747b_7c718_564ba_5f066_f0523,authorID_766cb_53c75_3baed_ac5dc_78259
authorID_2747b_7c718_564ba_5f066_f0523,authorID_8efbb_e9bc1_9ad2e_043c6_cdb18
authorID_2747b_7c718_564ba_5f066_f0523,authorID_5f9c4_ab08c_ac745_7e911_1a30e
authorID_2747b_7c718_564ba_5f066_f0523,authorID_5ef6f_df325_13aa7_cd11f_72bec
authorID_2747b_7c718_564ba_5f066_f0523,authorID_68519_a9eca_55c68_c7265_8a2a1
authorID_2747b_7c718_564ba_5f066_f0523,authorID_3635a_91e3d_a857f_7847f_68185
authorID_2747b_7c718_564ba_5f066_f0523,authorID_f10d9_1a759_6bf5a_67735_79ff1
authorID_2747b_7c718_564ba_5f066_f0523,authorID_058d5_d43bf_485bf_78dda_1ed4e
authorID_2747b_7c718_564ba_5f066_f0523,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
authorID_2747b_7c718_564ba_5f066_f0523,authorID_19581_e27de_7ced0_0ff1c_e50b2
authorID_058d5_d43bf_485bf_78dda_1ed4e,authorID_bc52d_d6342_77c4a_34a2d_62109
authorID_058d5_d43bf_485bf_78dda_1ed4e,authorID_27d71_9c754_aacd4_92a6d_c8a1b
authorID_058d5_d43bf_485bf_78dda_1ed4e,authorID_d6061_bbee6_cf13b_d7376_5faae
authorID_058d5_d43bf_485bf_78dda_1ed4e,authorID_6c658_ee83f_b7e81_24824_94f3e
authorID_058d5_d43bf_485bf_78dda_1ed4e,authorID_1a656_2590e_f19d1_045d0_6c405
authorID_058d5_d43bf_485bf_78dda_1ed4e,authorID_fc95c_e1766_03e9e_1d1ff_ee390
authorID_058d5_d43bf_485bf_78dda_1ed4e,authorID_5f9c4_ab08c_ac745_7e911_1a30e
authorID_058d5_d43bf_485bf_78dda_1ed4e,authorID_d874e_4e4a5_df211_73b0f_83e31
authorID_058d5_d43bf_485bf_78dda_1ed4e,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
authorID_058d5_d43bf_485bf_78dda_1ed4e,authorID_48a17_06eca_5ee61_48f74_8ca91
authorID_058d5_d43bf_485bf_78dda_1ed4e,authorID_49d18_0ecf5_61328_19571_bf39d
authorID_058d5_d43bf_485bf_78dda_1ed4e,authorID_dbb1d_ed63b_c7073_2626c_5dfe6
authorID_058d5_d43bf_485bf_78dda_1ed4e,authorID_6f4b6_61212_5fb3a_0daec_d2799
authorID_8ae4c_23b80_d1e7c_8ff79_e515f,authorID_9b871_51232_7c09c_e91dd_649b3
authorID_8ae4c_23b80_d1e7c_8ff79_e515f,authorID_a46e3_7632f_a6ca5_1a13f_e39a5
authorID_8ae4c_23b80_d1e7c_8ff79_e515f,authorID_79bf0_8685d_3138f_9b109_c3546
authorID_8ae4c_23b80_d1e7c_8ff79_e515f,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
authorID_8ae4c_23b80_d1e7c_8ff79_e515f,authorID_e888a_676e1_926d0_c08b5_f11fb
authorID_8ae4c_23b80_d1e7c_8ff79_e515f,authorID_09343_4a3ee_9e0a0_10bb2_c2aae
authorID_8ae4c_23b80_d1e7c_8ff79_e515f,authorID_4621c_1d55f_a4e86_ce0da_e4288
authorID_8ae4c_23b80_d1e7c_8ff79_e515f,authorID_768b8_4ef05_f655d_57fe2_2d488
authorID_8ae4c_23b80_d1e7c_8ff79_e515f,authorID_8efbb_e9bc1_9ad2e_043c6_cdb18
authorID_8ae4c_23b80_d1e7c_8ff79_e515f,authorID_02384_9c389_25e2a_f028a_2eb4e
authorID_8ae4c_23b80_d1e7c_8ff79_e515f,authorID_3e1e9_67e9b_793e9_08f8e_ae83c
authorID_8ae4c_23b80_d1e7c_8ff79_e515f,authorID_5d389_f5e2e_34c6b_0bad9_6581c
authorID_8ae4c_23b80_d1e7c_8ff79_e515f,authorID_7688b_6ef52_55596_2d008_fff89
authorID_49d18_0ecf5_61328_19571_bf39d,authorID_81b8a_03f97_e8787_c53fe_1a86b
authorID_49d18_0ecf5_61328_19571_bf39d,authorID_3949a_c1596_ec771_06a70_9a618
authorID_49d18_0ecf5_61328_19571_bf39d,authorID_a0d17_7b496_7a6d9_9f4ff_117de
authorID_49d18_0ecf5_61328_19571_bf39d,authorID_02d20_bbd7e_394ad_5999a_4ceba
authorID_49d18_0ecf5_61328_19571_bf39d,authorID_f369c_b89fc_627e6_68987_007d1
